name,p,test_a,initial_state,final_state,ever_correct,ever_ambiguous,wrong_to_correct,correct_to_wrong,correctness_flips,first_correct_step
p23_s103_cross,23,7,-1,1,1,0,1,0,1,9
p23_s103_cross,23,8,-1,1,1,0,1,0,1,9
p23_s103_cross,23,9,-1,1,1,0,1,0,1,9
p23_s103_cross,23,10,-1,1,1,0,1,0,1,9
p23_s103_cross,23,11,-1,1,1,0,1,0,1,9
p23_s103_cross,23,12,-1,1,1,0,1,0,1,9
p23_s103_cross,23,13,-1,1,1,0,1,0,1,9
p23_s103_cross,23,14,-1,1,1,0,1,0,1,9
p23_s103_cross,23,15,-1,1,1,0,1,0,1,9
p23_s103_cross,23,16,-1,1,1,0,1,0,1,9
p23_s103_cross,23,17,-1,1,1,0,1,0,1,9
p23_s103_cross,23,18,-1,1,1,0,1,0,1,9
p23_s103_cross,23,19,-1,1,1,0,1,0,1,9
p23_s103_cross,23,20,-1,1,1,0,1,0,1,9
p23_s103_cross,23,21,-1,1,1,0,1,0,1,9
p23_s103_cross,23,22,-1,1,1,0,1,0,1,9
p23_s104_cross,23,0,-1,-1,0,0,0,0,0,
p23_s104_cross,23,1,-1,1,1,0,1,0,1,9
p23_s104_cross,23,2,-1,1,1,0,1,0,1,9
p23_s104_cross,23,3,-1,1,1,0,1,0,1,9
p23_s104_cross,23,4,-1,1,1,0,1,0,1,9
p23_s104_cross,23,5,-1,1,1,0,1,0,1,10
p23_s104_cross,23,6,-1,1,1,0,1,0,1,9
p23_s104_cross,23,7,-1,1,1,0,1,0,1,10
p23_s104_cross,23,8,-1,1,1,0,1,0,1,9
p23_s104_cross,23,9,-1,1,1,0,1,0,1,9
p23_s104_cross,23,10,-1,1,1,0,1,0,1,10
p23_s104_cross,23,11,-1,1,1,0,1,0,1,9
p23_s104_cross,23,12,-1,1,1,0,1,0,1,9
p23_s104_cross,23,13,-1,1,1,0,1,0,1,9
p23_s104_cross,23,14,-1,1,1,0,1,0,1,10
p23_s104_cross,23,15,-1,1,1,0,1,0,1,10
p23_s104_cross,23,16,-1,1,1,0,1,0,1,9
p23_s104_cross,23,17,-1,1,1,0,1,0,1,9
p23_s104_cross,23,18,-1,1,1,0,1,0,1,9
p23_s104_cross,23,19,-1,1,1,0,1,0,1,9
p23_s104_cross,23,20,-1,1,1,0,1,0,1,9
p23_s104_cross,23,21,-1,1,1,0,1,0,1,10
p23_s104_cross,23,22,-1,1,1,0,1,0,1,9
p23_s105_cross,23,0,-1,-1,0,0,0,0,0,
p23_s105_cross,23,1,-1,-1,0,0,0,0,0,
p23_s105_cross,23,2,-1,-1,0,0,0,0,0,
p23_s105_cross,23,3,-1,-1,0,0,0,0,0,
p23_s105_cross,23,4,-1,-1,0,0,0,0,0,
p23_s105_cross,23,5,-1,-1,0,0,0,0,0,
p23_s105_cross,23,6,-1,-1,0,0,0,0,0,
p23_s105_cross,23,7,-1,-1,0,0,0,0,0,
p23_s105_cross,23,8,-1,-1,0,0,0,0,0,
p23_s105_cross,23,9,-1,-1,0,0,0,0,0,
p23_s105_cross,23,10,-1,-1,0,0,0,0,0,
p23_s105_cross,23,11,-1,-1,0,0,0,0,0,
p23_s105_cross,23,12,-1,-1,0,0,0,0,0,
p23_s105_cross,23,13,-1,-1,0,0,0,0,0,
p23_s105_cross,23,14,-1,-1,0,0,0,0,0,
p23_s105_cross,23,15,-1,-1,0,0,0,0,0,
p23_s105_cross,23,16,-1,-1,0,0,0,0,0,
p23_s105_cross,23,17,-1,-1,0,0,0,0,0,
p23_s105_cross,23,18,-1,-1,0,0,0,0,0,
p23_s105_cross,23,19,-1,-1,0,0,0,0,0,
p23_s105_cross,23,20,-1,-1,0,0,0,0,0,
p23_s105_cross,23,21,-1,-1,0,0,0,0,0,
p23_s105_cross,23,22,-1,-1,0,0,0,0,0,
p23_s106_cross,23,0,-1,1,1,0,1,0,1,9
p23_s106_cross,23,1,-1,1,1,0,1,0,1,8
p23_s106_cross,23,2,-1,1,1,0,1,0,1,8
p23_s106_cross,23,3,-1,1,1,0,1,0,1,9
p23_s106_cross,23,4,-1,1,1,0,1,0,1,9
p23_s106_cross,23,5,-1,1,1,0,1,0,1,8
p23_s106_cross,23,6,-1,1,1,0,1,0,1,8
p23_s106_cross,23,7,-1,1,1,0,1,0,1,8
p23_s106_cross,23,8,-1,1,1,0,1,0,1,9
p23_s106_cross,23,9,-1,1,1,0,1,0,1,9
p23_s106_cross,23,10,-1,1,1,0,1,0,1,9
p23_s106_cross,23,11,-1,1,1,0,1,0,1,8
p23_s106_cross,23,12,-1,1,1,0,1,0,1,9
p23_s106_cross,23,13,-1,1,1,0,1,0,1,8
p23_s106_cross,23,14,-1,1,1,0,1,0,1,8
p23_s106_cross,23,15,-1,1,1,0,1,0,1,9
p23_s106_cross,23,16,-1,1,1,0,1,0,1,8
p23_s106_cross,23,17,-1,1,1,0,1,0,1,8
p23_s106_cross,23,18,-1,1,1,0,1,0,1,8
p23_s106_cross,23,19,-1,1,1,0,1,0,1,9
p23_s106_cross,23,20,-1,1,1,0,1,0,1,9
p23_s106_cross,23,21,-1,1,1,0,1,0,1,9
p23_s106_cross,23,22,-1,1,1,0,1,0,1,8
p23_s107_cross,23,0,-1,1,1,0,1,0,1,9
p23_s107_cross,23,1,-1,1,1,0,1,0,1,9
p23_s107_cross,23,2,-1,1,1,0,1,0,1,9
p23_s107_cross,23,3,-1,1,1,0,1,0,1,9
p23_s107_cross,23,4,-1,1,1,0,1,0,1,9
p23_s107_cross,23,5,-1,1,1,0,1,0,1,9
p23_s107_cross,23,6,-1,1,1,0,1,0,1,9
p23_s107_cross,23,7,-1,1,1,0,1,0,1,9
p23_s107_cross,23,8,-1,1,1,0,1,0,1,9
p23_s107_cross,23,9,-1,1,1,0,1,0,1,9
p23_s107_cross,23,10,-1,1,1,0,1,0,1,9
p23_s107_cross,23,11,-1,1,1,0,1,0,1,9
p23_s107_cross,23,12,-1,1,1,0,1,0,1,9
p23_s107_cross,23,13,-1,1,1,0,1,0,1,9
p23_s107_cross,23,14,-1,1,1,0,1,0,1,9
p23_s107_cross,23,15,-1,1,1,0,1,0,1,9
p23_s107_cross,23,16,-1,1,1,0,1,0,1,9
p23_s107_cross,23,17,-1,1,1,0,1,0,1,9
p23_s107_cross,23,18,-1,1,1,0,1,0,1,9
p23_s107_cross,23,19,-1,1,1,0,1,0,1,9
p23_s107_cross,23,20,-1,1,1,0,1,0,1,9
p23_s107_cross,23,21,-1,1,1,0,1,0,1,9
p23_s107_cross,23,22,-1,1,1,0,1,0,1,9
p23_s108_cross,23,0,-1,1,1,0,1,0,1,9
p23_s108_cross,23,1,-1,1,1,0,1,0,1,9
p23_s108_cross,23,2,-1,1,1,0,1,0,1,9
p23_s108_cross,23,3,-1,1,1,0,1,0,1,9
p23_s108_cross,23,4,-1,1,1,0,1,0,1,9
p23_s108_cross,23,5,-1,1,1,0,1,0,1,9
p23_s108_cross,23,6,-1,1,1,0,1,0,1,9
p23_s108_cross,23,7,-1,1,1,0,1,0,1,9
p23_s108_cross,23,8,-1,1,1,0,1,0,1,9
p23_s108_cross,23,9,-1,1,1,0,1,0,1,9
p23_s108_cross,23,10,-1,1,1,0,1,0,1,9
p23_s108_cross,23,11,-1,1,1,0,1,0,1,9
p23_s108_cross,23,12,-1,1,1,0,1,0,1,9
p23_s108_cross,23,13,-1,1,1,0,1,0,1,9
p23_s108_cross,23,14,-1,1,1,0,1,0,1,9
p23_s108_cross,23,15,-1,1,1,0,1,0,1,9
p23_s108_cross,23,16,-1,1,1,0,1,0,1,9
p23_s108_cross,23,17,-1,1,1,0,1,0,1,9
p23_s108_cross,23,18,-1,1,1,0,1,0,1,9
p23_s108_cross,23,19,-1,1,1,0,1,0,1,9
p23_s108_cross,23,20,-1,1,1,0,1,0,1,9
p23_s108_cross,23,21,-1,1,1,0,1,0,1,9
p23_s108_cross,23,22,-1,1,1,0,1,0,1,9
p23_s109_cross,23,0,-1,1,1,0,1,0,1,8
p23_s109_cross,23,1,-1,1,1,0,1,0,1,8
p23_s109_cross,23,2,-1,1,1,0,1,0,1,8
p23_s109_cross,23,3,-1,1,1,0,1,0,1,8
p23_s109_cross,23,4,-1,1,1,0,1,0,1,8
p23_s109_cross,23,5,-1,1,1,0,1,0,1,8
p23_s109_cross,23,6,-1,1,1,0,1,0,1,8
p23_s109_cross,23,7,-1,1,1,0,1,0,1,8
p23_s109_cross,23,8,-1,1,1,0,1,0,1,8
p23_s109_cross,23,9,-1,1,1,0,1,0,1,8
p23_s109_cross,23,10,-1,1,1,0,1,0,1,8
p23_s109_cross,23,11,-1,1,1,0,1,0,1,8
p23_s109_cross,23,12,-1,1,1,0,1,0,1,8
p23_s109_cross,23,13,-1,1,1,0,1,0,1,8
p23_s109_cross,23,14,-1,1,1,0,1,0,1,8
p23_s109_cross,23,15,-1,1,1,0,1,0,1,8
p23_s109_cross,23,16,-1,1,1,0,1,0,1,8
p23_s109_cross,23,17,-1,1,1,0,1,0,1,8
p23_s109_cross,23,18,-1,1,1,0,1,0,1,8
p23_s109_cross,23,19,-1,1,1,0,1,0,1,8
p23_s109_cross,23,20,-1,1,1,0,1,0,1,8
p23_s109_cross,23,21,-1,1,1,0,1,0,1,8
p23_s109_cross,23,22,-1,1,1,0,1,0,1,8
p23_s110_cross,23,0,-1,1,1,0,1,0,1,8
p23_s110_cross,23,1,-1,1,1,0,1,0,1,8
p23_s110_cross,23,2,-1,1,1,0,1,0,1,8
p23_s110_cross,23,3,-1,1,1,0,1,0,1,8
p23_s110_cross,23,4,-1,1,1,0,1,0,1,8
p23_s110_cross,23,5,-1,1,1,0,1,0,1,8
p23_s110_cross,23,6,-1,1,1,0,1,0,1,8
p23_s110_cross,23,7,-1,1,1,0,1,0,1,8
p23_s110_cross,23,8,-1,1,1,0,1,0,1,8
p23_s110_cross,23,9,-1,1,1,0,1,0,1,8
p23_s110_cross,23,10,-1,1,1,0,1,0,1,8
p23_s110_cross,23,11,-1,1,1,0,1,0,1,8
p23_s110_cross,23,12,-1,1,1,0,1,0,1,8
p23_s110_cross,23,13,-1,1,1,0,1,0,1,8
p23_s110_cross,23,14,-1,1,1,0,1,0,1,8
p23_s110_cross,23,15,-1,1,1,0,1,0,1,8
p23_s110_cross,23,16,-1,1,1,0,1,0,1,8
p23_s110_cross,23,17,-1,1,1,0,1,0,1,8
p23_s110_cross,23,18,-1,1,1,0,1,0,1,8
p23_s110_cross,23,19,-1,1,1,0,1,0,1,8
p23_s110_cross,23,20,-1,1,1,0,1,0,1,8
p23_s110_cross,23,21,-1,1,1,0,1,0,1,8
p23_s110_cross,23,22,-1,1,1,0,1,0,1,8
p23_s111_cross,23,0,-1,1,1,0,1,0,1,10
p23_s111_cross,23,1,-1,1,1,0,1,0,1,10
p23_s111_cross,23,2,-1,1,1,0,1,0,1,9
p23_s111_cross,23,3,-1,1,1,0,1,0,1,9
p23_s111_cross,23,4,-1,1,1,0,1,0,1,10
p23_s111_cross,23,5,-1,1,1,0,1,0,1,9
p23_s111_cross,23,6,-1,1,1,0,1,0,1,10
p23_s111_cross,23,7,-1,1,1,0,1,0,1,9
p23_s111_cross,23,8,-1,1,1,0,1,0,1,9
p23_s111_cross,23,9,-1,1,1,0,1,0,1,9
p23_s111_cross,23,10,-1,1,1,0,1,0,1,9
p23_s111_cross,23,11,-1,1,1,0,1,0,1,9
p23_s111_cross,23,12,-1,1,1,0,1,0,1,9
p23_s111_cross,23,13,-1,1,1,0,1,0,1,9
p23_s111_cross,23,14,-1,1,1,0,1,0,1,9
p23_s111_cross,23,15,-1,1,1,0,1,0,1,9
p23_s111_cross,23,16,-1,1,1,0,1,0,1,9
p23_s111_cross,23,17,-1,1,1,0,1,0,1,9
p23_s111_cross,23,18,-1,1,1,0,1,0,1,9
p23_s111_cross,23,19,-1,1,1,0,1,0,1,9
p23_s111_cross,23,20,-1,1,1,0,1,0,1,9
p23_s111_cross,23,21,-1,1,1,0,1,0,1,9
p23_s111_cross,23,22,-1,1,1,0,1,0,1,9
p23_s112_cross,23,0,-1,1,1,0,1,0,1,9
p23_s112_cross,23,1,-1,1,1,0,1,0,1,9
p23_s112_cross,23,2,-1,1,1,0,1,0,1,9
p23_s112_cross,23,3,-1,1,1,0,1,0,1,9
p23_s112_cross,23,4,-1,1,1,0,1,0,1,9
p23_s112_cross,23,5,-1,1,1,0,1,0,1,9
p23_s112_cross,23,6,-1,1,1,0,1,0,1,9
p23_s112_cross,23,7,-1,1,1,0,1,0,1,9
p23_s112_cross,23,8,-1,1,1,0,1,0,1,9
p23_s112_cross,23,9,-1,1,1,0,1,0,1,9
p23_s112_cross,23,10,-1,1,1,0,1,0,1,9
p23_s112_cross,23,11,-1,1,1,0,1,0,1,9
p23_s112_cross,23,12,-1,1,1,0,1,0,1,9
p23_s112_cross,23,13,-1,1,1,0,1,0,1,9
p23_s112_cross,23,14,-1,1,1,0,1,0,1,9
p23_s112_cross,23,15,-1,1,1,0,1,0,1,9
p23_s112_cross,23,16,-1,1,1,0,1,0,1,9
p23_s112_cross,23,17,-1,1,1,0,1,0,1,9
p23_s112_cross,23,18,-1,1,1,0,1,0,1,9
p23_s112_cross,23,19,-1,1,1,0,1,0,1,9
p23_s112_cross,23,20,-1,1,1,0,1,0,1,9
p23_s112_cross,23,21,-1,1,1,0,1,0,1,9
p23_s112_cross,23,22,-1,1,1,0,1,0,1,9
p23_s113_cross,23,0,-1,1,1,0,1,0,1,9
p23_s113_cross,23,1,-1,1,1,0,1,0,1,9
p23_s113_cross,23,2,-1,1,1,0,1,0,1,9
p23_s113_cross,23,3,-1,1,1,0,1,0,1,9
p23_s113_cross,23,4,-1,1,1,0,1,0,1,9
p23_s113_cross,23,5,-1,1,1,0,1,0,1,9
p23_s113_cross,23,6,-1,1,1,0,1,0,1,9
p23_s113_cross,23,7,-1,1,1,0,1,0,1,9
p23_s113_cross,23,8,-1,1,1,0,1,0,1,9
p23_s113_cross,23,9,-1,1,1,0,1,0,1,9
p23_s113_cross,23,10,-1,1,1,0,1,0,1,9
p23_s113_cross,23,11,-1,1,1,0,1,0,1,9
p23_s113_cross,23,12,-1,1,1,0,1,0,1,9
p23_s113_cross,23,13,-1,1,1,0,1,0,1,9
p23_s113_cross,23,14,-1,1,1,0,1,0,1,9
p23_s113_cross,23,15,-1,1,1,0,1,0,1,9
p23_s113_cross,23,16,-1,1,1,0,1,0,1,9
p23_s113_cross,23,17,-1,1,1,0,1,0,1,9
p23_s113_cross,23,18,-1,1,1,0,1,0,1,9
p23_s113_cross,23,19,-1,1,1,0,1,0,1,9
p23_s113_cross,23,20,-1,1,1,0,1,0,1,9
p23_s113_cross,23,21,-1,1,1,0,1,0,1,10
p23_s113_cross,23,22,-1,1,1,0,1,0,1,9
p23_s114_cross,23,0,-1,1,1,0,1,0,1,8
p23_s114_cross,23,1,-1,1,1,0,1,0,1,8
p23_s114_cross,23,2,-1,1,1,0,1,0,1,8
p23_s114_cross,23,3,-1,1,1,0,1,0,1,8
p23_s114_cross,23,4,-1,1,1,0,1,0,1,8
p23_s114_cross,23,5,-1,1,1,0,1,0,1,8
p23_s114_cross,23,6,-1,1,1,0,1,0,1,8
p23_s114_cross,23,7,-1,1,1,0,1,0,1,8
p23_s114_cross,23,8,-1,1,1,0,1,0,1,8
p23_s114_cross,23,9,-1,1,1,0,1,0,1,8
p23_s114_cross,23,10,-1,1,1,0,1,0,1,8
p23_s114_cross,23,11,-1,1,1,0,1,0,1,8
p23_s114_cross,23,12,-1,1,1,0,1,0,1,8
p23_s114_cross,23,13,-1,1,1,0,1,0,1,8
p23_s114_cross,23,14,-1,1,1,0,1,0,1,8
p23_s114_cross,23,15,-1,1,1,0,1,0,1,8
p23_s114_cross,23,16,-1,1,1,0,1,0,1,8
p23_s114_cross,23,17,-1,1,1,0,1,0,1,8
p23_s114_cross,23,18,-1,1,1,0,1,0,1,8
p23_s114_cross,23,19,-1,1,1,0,1,0,1,8
p23_s114_cross,23,20,-1,1,1,0,1,0,1,8
p23_s114_cross,23,21,-1,1,1,0,1,0,1,8
p23_s114_cross,23,22,-1,1,1,0,1,0,1,8
p23_s115_cross,23,0,-1,1,1,0,1,0,1,9
p23_s115_cross,23,1,-1,1,1,0,1,0,1,10
p23_s115_cross,23,2,-1,1,1,0,1,0,1,10
p23_s115_cross,23,3,-1,1,1,0,1,0,1,9
p23_s115_cross,23,4,-1,1,1,0,1,0,1,9
p23_s115_cross,23,5,-1,1,1,0,1,0,1,9
p23_s115_cross,23,6,-1,1,1,0,1,0,1,9
p23_s115_cross,23,7,-1,1,1,0,1,0,1,9
p23_s115_cross,23,8,-1,1,1,0,1,0,1,9
p23_s115_cross,23,9,-1,1,1,0,1,0,1,9
p23_s115_cross,23,10,-1,1,1,0,1,0,1,9
p23_s115_cross,23,11,-1,1,1,0,1,0,1,9
p23_s115_cross,23,12,-1,1,1,0,1,0,1,10
p23_s115_cross,23,13,-1,1,1,0,1,0,1,9
p23_s115_cross,23,14,-1,1,1,0,1,0,1,9
p23_s115_cross,23,15,-1,1,1,0,1,0,1,9
p23_s115_cross,23,16,-1,1,1,0,1,0,1,9
p23_s115_cross,23,17,-1,1,1,0,1,0,1,9
p23_s115_cross,23,18,-1,1,1,0,1,0,1,9
p23_s115_cross,23,19,-1,1,1,0,1,0,1,9
p23_s115_cross,23,20,-1,1,1,0,1,0,1,9
p23_s115_cross,23,21,-1,1,1,0,1,0,1,9
p23_s115_cross,23,22,-1,1,1,0,1,0,1,9
p23_s116_cross,23,0,-1,1,1,0,1,0,1,8
p23_s116_cross,23,1,-1,1,1,0,1,0,1,8
p23_s116_cross,23,2,-1,1,1,0,1,0,1,8
p23_s116_cross,23,3,-1,1,1,0,1,0,1,8
p23_s116_cross,23,4,-1,1,1,0,1,0,1,8
p23_s116_cross,23,5,-1,1,1,0,1,0,1,8
p23_s116_cross,23,6,-1,1,1,0,1,0,1,8
p23_s116_cross,23,7,-1,1,1,0,1,0,1,8
p23_s116_cross,23,8,-1,1,1,0,1,0,1,8
p23_s116_cross,23,9,-1,1,1,0,1,0,1,8
p23_s116_cross,23,10,-1,1,1,0,1,0,1,8
p23_s116_cross,23,11,-1,1,1,0,1,0,1,8
p23_s116_cross,23,12,-1,1,1,0,1,0,1,8
p23_s116_cross,23,13,-1,1,1,0,1,0,1,8
p23_s116_cross,23,14,-1,1,1,0,1,0,1,8
p23_s116_cross,23,15,-1,1,1,0,1,0,1,8
p23_s116_cross,23,16,-1,1,1,0,1,0,1,8
p23_s116_cross,23,17,-1,1,1,0,1,0,1,8
p23_s116_cross,23,18,-1,1,1,0,1,0,1,8
p23_s116_cross,23,19,-1,1,1,0,1,0,1,8
p23_s116_cross,23,20,-1,1,1,0,1,0,1,8
p23_s116_cross,23,21,-1,1,1,0,1,0,1,8
p23_s116_cross,23,22,-1,1,1,0,1,0,1,8
p23_s117_cross,23,0,-1,1,1,0,1,0,1,9
p23_s117_cross,23,1,-1,1,1,0,1,0,1,9
p23_s117_cross,23,2,-1,1,1,0,1,0,1,9
p23_s117_cross,23,3,-1,1,1,0,1,0,1,9
p23_s117_cross,23,4,-1,1,1,0,1,0,1,9
p23_s117_cross,23,5,-1,1,1,0,1,0,1,9
p23_s117_cross,23,6,-1,1,1,0,1,0,1,9
p23_s117_cross,23,7,-1,1,1,0,1,0,1,9
p23_s117_cross,23,8,-1,1,1,0,1,0,1,9
p23_s117_cross,23,9,-1,1,1,0,1,0,1,9
p23_s117_cross,23,10,-1,1,1,0,1,0,1,8
p23_s117_cross,23,11,-1,1,1,0,1,0,1,9
p23_s117_cross,23,12,-1,1,1,0,1,0,1,9
p23_s117_cross,23,13,-1,1,1,0,1,0,1,9
p23_s117_cross,23,14,-1,1,1,0,1,0,1,8
p23_s117_cross,23,15,-1,1,1,0,1,0,1,9
p23_s117_cross,23,16,-1,1,1,0,1,0,1,9
p23_s117_cross,23,17,-1,1,1,0,1,0,1,9
p23_s117_cross,23,18,-1,1,1,0,1,0,1,9
p23_s117_cross,23,19,-1,1,1,0,1,0,1,9
p23_s117_cross,23,20,-1,1,1,0,1,0,1,9
p23_s117_cross,23,21,-1,1,1,0,1,0,1,9
p23_s117_cross,23,22,-1,1,1,0,1,0,1,9
p23_s118_cross,23,0,-1,1,1,0,1,0,1,8
p23_s118_cross,23,1,-1,1,1,0,1,0,1,8
p23_s118_cross,23,2,-1,1,1,0,1,0,1,8
p23_s118_cross,23,3,-1,1,1,0,1,0,1,8
p23_s118_cross,23,4,-1,1,1,0,1,0,1,8
p23_s118_cross,23,5,-1,1,1,0,1,0,1,8
p23_s118_cross,23,6,-1,1,1,0,1,0,1,8
p23_s118_cross,23,7,-1,1,1,0,1,0,1,8
p23_s118_cross,23,8,-1,1,1,0,1,0,1,8
p23_s118_cross,23,9,-1,1,1,0,1,0,1,8
p23_s118_cross,23,10,-1,1,1,0,1,0,1,8
p23_s118_cross,23,11,-1,1,1,0,1,0,1,8
p23_s118_cross,23,12,-1,1,1,0,1,0,1,8
p23_s118_cross,23,13,-1,1,1,0,1,0,1,8
p23_s118_cross,23,14,-1,1,1,0,1,0,1,8
p23_s118_cross,23,15,-1,1,1,0,1,0,1,8
p23_s118_cross,23,16,-1,1,1,0,1,0,1,8
p23_s118_cross,23,17,-1,1,1,0,1,0,1,8
p23_s118_cross,23,18,-1,1,1,0,1,0,1,8
p23_s118_cross,23,19,-1,1,1,0,1,0,1,8
p23_s118_cross,23,20,-1,1,1,0,1,0,1,8
p23_s118_cross,23,21,-1,1,1,0,1,0,1,8
p23_s118_cross,23,22,-1,1,1,0,1,0,1,8
p23_s119_cross,23,0,-1,1,1,0,1,0,1,9
p23_s119_cross,23,1,-1,1,1,0,1,0,1,9
p23_s119_cross,23,2,-1,1,1,0,1,0,1,9
p23_s119_cross,23,3,-1,1,1,0,1,0,1,9
p23_s119_cross,23,4,-1,1,1,0,1,0,1,9
p23_s119_cross,23,5,-1,1,1,0,1,0,1,9
p23_s119_cross,23,6,-1,1,1,0,1,0,1,9
p23_s119_cross,23,7,-1,1,1,0,1,0,1,9
p23_s119_cross,23,8,-1,1,1,0,1,0,1,9
p23_s119_cross,23,9,-1,1,1,0,1,0,1,9
p23_s119_cross,23,10,-1,1,1,0,1,0,1,9
p23_s119_cross,23,11,-1,1,1,0,1,0,1,9
p23_s119_cross,23,12,-1,1,1,0,1,0,1,9
p23_s119_cross,23,13,-1,1,1,0,1,0,1,8
p23_s119_cross,23,14,-1,1,1,0,1,0,1,9
p23_s119_cross,23,15,-1,1,1,0,1,0,1,9
p23_s119_cross,23,16,-1,1,1,0,1,0,1,9
p23_s119_cross,23,17,-1,1,1,0,1,0,1,8
p23_s119_cross,23,18,-1,1,1,0,1,0,1,9
p23_s119_cross,23,19,-1,1,1,0,1,0,1,9
p23_s119_cross,23,20,-1,1,1,0,1,0,1,9
p23_s119_cross,23,21,-1,1,1,0,1,0,1,9
p23_s119_cross,23,22,-1,1,1,0,1,0,1,9
p23_s120_cross,23,0,-1,1,1,0,1,0,1,8
p23_s120_cross,23,1,-1,1,1,0,1,0,1,8
p23_s120_cross,23,2,-1,1,1,0,1,0,1,8
p23_s120_cross,23,3,-1,1,1,0,1,0,1,8
p23_s120_cross,23,4,-1,1,1,0,1,0,1,8
p23_s120_cross,23,5,-1,1,1,0,1,0,1,8
p23_s120_cross,23,6,-1,1,1,0,1,0,1,8
p23_s120_cross,23,7,-1,1,1,0,1,0,1,8
p23_s120_cross,23,8,-1,1,1,0,1,0,1,8
p23_s120_cross,23,9,-1,1,1,0,1,0,1,8
p23_s120_cross,23,10,-1,1,1,0,1,0,1,8
p23_s120_cross,23,11,-1,1,1,0,1,0,1,8
p23_s120_cross,23,12,-1,1,1,0,1,0,1,8
p23_s120_cross,23,13,-1,1,1,0,1,0,1,8
p23_s120_cross,23,14,-1,1,1,0,1,0,1,8
p23_s120_cross,23,15,-1,1,1,0,1,0,1,8
p23_s120_cross,23,16,-1,1,1,0,1,0,1,8
p23_s120_cross,23,17,-1,1,1,0,1,0,1,8
p23_s120_cross,23,18,-1,1,1,0,1,0,1,8
p23_s120_cross,23,19,-1,1,1,0,1,0,1,8
p23_s120_cross,23,20,-1,1,1,0,1,0,1,8
p23_s120_cross,23,21,-1,1,1,0,1,0,1,8
p23_s120_cross,23,22,-1,1,1,0,1,0,1,8
p23_s121_cross,23,0,-1,1,1,0,1,0,1,10
p23_s121_cross,23,1,-1,1,1,0,1,0,1,9
p23_s121_cross,23,2,-1,1,1,0,1,0,1,9
p23_s121_cross,23,3,-1,1,1,0,1,0,1,9
p23_s121_cross,23,4,-1,1,1,0,1,0,1,9
p23_s121_cross,23,5,-1,1,1,0,1,0,1,10
p23_s121_cross,23,6,-1,1,1,0,1,0,1,10
p23_s121_cross,23,7,-1,1,1,0,1,0,1,9
p23_s121_cross,23,8,-1,1,1,0,1,0,1,9
p23_s121_cross,23,9,-1,1,1,0,1,0,1,9
p23_s121_cross,23,10,-1,1,1,0,1,0,1,9
p23_s121_cross,23,11,-1,-1,0,0,0,0,0,
p23_s121_cross,23,12,-1,1,1,0,1,0,1,9
p23_s121_cross,23,13,-1,1,1,0,1,0,1,9
p23_s121_cross,23,14,-1,1,1,0,1,0,1,10
p23_s121_cross,23,15,-1,1,1,0,1,0,1,11
p23_s121_cross,23,16,-1,1,1,0,1,0,1,9
p23_s121_cross,23,17,-1,1,1,0,1,0,1,9
p23_s121_cross,23,18,-1,1,1,0,1,0,1,9
p23_s121_cross,23,19,-1,1,1,0,1,0,1,9
p23_s121_cross,23,20,-1,1,1,0,1,0,1,9
p23_s121_cross,23,21,-1,1,1,0,1,0,1,9
p23_s121_cross,23,22,-1,1,1,0,1,0,1,9
p23_s122_cross,23,0,-1,1,1,0,1,0,1,8
p23_s122_cross,23,1,-1,1,1,0,1,0,1,8
p23_s122_cross,23,2,-1,1,1,0,1,0,1,8
p23_s122_cross,23,3,-1,1,1,0,1,0,1,8
p23_s122_cross,23,4,-1,1,1,0,1,0,1,8
p23_s122_cross,23,5,-1,1,1,0,1,0,1,8
p23_s122_cross,23,6,-1,1,1,0,1,0,1,8
p23_s122_cross,23,7,-1,1,1,0,1,0,1,8
p23_s122_cross,23,8,-1,1,1,0,1,0,1,8
p23_s122_cross,23,9,-1,1,1,0,1,0,1,8
p23_s122_cross,23,10,-1,1,1,0,1,0,1,8
p23_s122_cross,23,11,-1,1,1,0,1,0,1,8
p23_s122_cross,23,12,-1,1,1,0,1,0,1,8
p23_s122_cross,23,13,-1,1,1,0,1,0,1,8
p23_s122_cross,23,14,-1,1,1,0,1,0,1,8
p23_s122_cross,23,15,-1,1,1,0,1,0,1,8
p23_s122_cross,23,16,-1,1,1,0,1,0,1,8
p23_s122_cross,23,17,-1,1,1,0,1,0,1,8
p23_s122_cross,23,18,-1,1,1,0,1,0,1,8
p23_s122_cross,23,19,-1,1,1,0,1,0,1,8
p23_s122_cross,23,20,-1,1,1,0,1,0,1,8
p23_s122_cross,23,21,-1,1,1,0,1,0,1,8
p23_s122_cross,23,22,-1,1,1,0,1,0,1,8
p23_s123_cross,23,0,-1,1,1,0,1,0,1,11
p23_s123_cross,23,1,-1,1,1,0,1,0,1,10
p23_s123_cross,23,2,-1,-1,0,0,0,0,0,
p23_s123_cross,23,3,-1,1,1,0,1,0,1,9
p23_s123_cross,23,4,-1,-1,0,0,0,0,0,
p23_s123_cross,23,5,-1,-1,0,0,0,0,0,
p23_s123_cross,23,6,-1,1,1,0,1,0,1,10
p23_s123_cross,23,7,-1,-1,0,0,0,0,0,
p23_s123_cross,23,8,-1,-1,0,0,0,0,0,
p23_s123_cross,23,9,-1,1,1,0,1,0,1,10
p23_s123_cross,23,10,-1,-1,0,0,0,0,0,
